Timestamp,City,Road_Name,Direction,Lanes,Speed_kmph,Congestion_Level
2024-01-06 08:52,Delhi,Outer Ring Road,Southbound,4,29.8,Moderate
2024-01-10 15:02,Hyderabad,NH65,Eastbound,4,58.8,Low
2024-01-05 13:13,Mumbai,Eastern Freeway,Southbound,3,52.9,Low
2024-01-17 13:29,Mumbai,Western Express Hwy,Eastbound,1,59.8,Low
2024-01-01 08:43,Mumbai,Western Express Hwy,Eastbound,1,20.3,High
2024-01-16 00:05,Delhi,Outer Ring Road,Eastbound,2,50.6,Low
2024-01-28 22:17,Mumbai,Linking Rd,Westbound,3,25.8,Moderate
2024-01-08 00:59,Hyderabad,Necklace Rd,Southbound,3,42.1,Low
2024-01-29 21:20,Mumbai,Linking Rd,Eastbound,4,44.3,Low
2024-01-04 23:21,Delhi,NH48,Westbound,4,42.6,Low
2024-01-29 13:22,Bangalore,Bellary Rd,Southbound,4,51.5,Low
2024-01-26 22:18,Hyderabad,NH65,Eastbound,3,19.2,High
2024-01-25 14:38,Mumbai,Eastern Freeway,Westbound,3,26.0,Moderate
2024-01-11 07:58,Hyderabad,NH65,Eastbound,4,40.4,Low
2024-01-12 17:20,Chennai,OMR,Westbound,1,36.8,Moderate
2024-01-29 05:00,Delhi,NH48,Southbound,1,42.5,Low
2024-01-28 15:37,Delhi,Ring Road,Northbound,1,42.2,Low
2024-01-16 15:57,Bangalore,Bellary Rd,Southbound,3,49.0,Low
2024-01-28 00:40,Hyderabad,Necklace Rd,Southbound,2,56.9,Low
2024-01-22 00:32,Mumbai,Eastern Freeway,Southbound,4,35.0,Moderate
2024-01-30 17:21,Hyderabad,Necklace Rd,Southbound,2,23.5,High
2024-01-06 06:29,Hyderabad,Hitech City Rd,Westbound,1,27.7,Moderate
2024-01-14 08:14,Hyderabad,Necklace Rd,Eastbound,4,16.3,High
2024-01-01 09:44,Bangalore,Outer Ring Rd,Eastbound,2,18.8,High
2024-01-09 01:42,Mumbai,Eastern Freeway,Southbound,4,26.8,Moderate
2024-01-07 08:53,Hyderabad,NH65,Eastbound,1,16.7,High
2024-01-15 19:55,Delhi,Outer Ring Road,Southbound,3,12.6,High
2024-01-16 12:49,Bangalore,Bellary Rd,Southbound,2,55.8,Low
2024-01-01 08:48,Chennai,Mount Rd,Eastbound,4,56.0,Low
2024-01-01 07:43,Bangalore,Bellary Rd,Westbound,2,41.5,Low
2024-01-30 22:12,Delhi,Ring Road,Westbound,4,38.3,Moderate
2024-01-21 00:03,Delhi,Outer Ring Road,Southbound,4,12.2,High
2024-01-29 00:08,Mumbai,Eastern Freeway,Eastbound,2,45.7,Low
2024-01-07 10:24,Bangalore,100 Feet Rd,Southbound,1,35.8,Moderate
2024-01-24 21:31,Bangalore,Outer Ring Rd,Eastbound,3,24.4,High
2024-01-10 18:23,Chennai,ECR,Northbound,2,12.8,High
2024-01-04 07:09,Chennai,ECR,Eastbound,2,26.0,Moderate
2024-01-27 17:50,Delhi,Ring Road,Southbound,3,37.2,Moderate
2024-01-28 02:06,Mumbai,Western Express Hwy,Eastbound,3,27.4,Moderate
2024-01-15 23:43,Bangalore,Bellary Rd,Northbound,1,44.0,Low
2024-01-30 10:24,Delhi,Ring Road,Eastbound,1,19.5,High
2024-01-18 01:18,Bangalore,Outer Ring Rd,Northbound,1,16.8,High
2024-01-27 20:47,Hyderabad,Hitech City Rd,Northbound,4,34.4,Moderate
2024-01-30 12:05,Mumbai,Western Express Hwy,Eastbound,3,58.2,Low
2024-01-12 22:45,Mumbai,Linking Rd,Southbound,4,50.4,Low
2024-01-27 11:39,Bangalore,Bellary Rd,Northbound,3,44.4,Low
2024-01-07 18:19,Delhi,Outer Ring Road,Eastbound,3,33.2,Moderate
2024-01-29 11:48,Mumbai,Western Express Hwy,Southbound,3,48.3,Low
2024-01-24 23:15,Chennai,ECR,Westbound,2,13.3,High
2024-01-12 07:04,Chennai,Mount Rd,Northbound,3,11.6,High
2024-01-09 11:58,Bangalore,100 Feet Rd,Southbound,3,28.5,Moderate
2024-01-28 23:38,Mumbai,Eastern Freeway,Southbound,2,45.5,Low
2024-01-06 13:13,Delhi,Outer Ring Road,Northbound,4,46.3,Low
2024-01-08 23:59,Hyderabad,NH65,Southbound,2,49.6,Low
2024-01-20 10:42,Mumbai,Western Express Hwy,Southbound,4,14.1,High
2024-01-21 00:26,Chennai,Mount Rd,Southbound,1,40.8,Low
2024-01-23 08:17,Hyderabad,NH65,Westbound,3,35.6,Moderate
2024-01-28 14:31,Chennai,Mount Rd,Eastbound,4,35.6,Moderate
2024-01-23 05:53,Hyderabad,NH65,Southbound,3,40.7,Low
2024-01-29 06:31,Bangalore,Outer Ring Rd,Southbound,3,44.2,Low
2024-01-06 21:59,Hyderabad,Necklace Rd,Westbound,2,42.2,Low
2024-01-14 10:27,Chennai,ECR,Westbound,3,38.7,Moderate
2024-01-17 04:39,Mumbai,Eastern Freeway,Northbound,4,56.5,Low
2024-01-25 05:48,Mumbai,Eastern Freeway,Northbound,3,23.3,High
2024-01-03 17:27,Mumbai,Eastern Freeway,Southbound,1,17.1,High
2024-01-04 02:11,Delhi,NH48,Southbound,1,35.0,Moderate
2024-01-22 14:25,Hyderabad,Hitech City Rd,Northbound,4,53.4,Low
2024-01-30 05:29,Chennai,Mount Rd,Westbound,4,13.5,High
2024-01-27 17:32,Chennai,OMR,Westbound,2,18.6,High
2024-01-27 04:27,Bangalore,100 Feet Rd,Eastbound,1,50.3,Low
2024-01-22 07:38,Chennai,ECR,Westbound,3,14.9,High
2024-01-20 08:49,Mumbai,Eastern Freeway,Southbound,4,37.3,Moderate
2024-01-15 19:42,Hyderabad,Necklace Rd,Eastbound,4,16.7,High
2024-01-04 04:21,Mumbai,Eastern Freeway,Northbound,4,51.3,Low
2024-01-28 05:28,Mumbai,Linking Rd,Southbound,3,57.1,Low
2024-01-08 18:35,Bangalore,100 Feet Rd,Northbound,1,19.8,High
2024-01-05 09:04,Bangalore,Outer Ring Rd,Eastbound,4,22.8,High
2024-01-12 11:27,Delhi,Ring Road,Southbound,1,35.7,Moderate
2024-01-01 19:16,Chennai,OMR,Southbound,1,19.8,High
2024-01-11 21:09,Hyderabad,Hitech City Rd,Southbound,4,54.6,Low
2024-01-01 08:33,Hyderabad,Necklace Rd,Eastbound,3,17.0,High
2024-01-18 02:40,Delhi,Outer Ring Road,Eastbound,1,24.6,High
2024-01-18 15:15,Hyderabad,Hitech City Rd,Northbound,3,48.7,Low
2024-01-18 01:04,Hyderabad,Hitech City Rd,Southbound,3,44.1,Low
2024-01-21 17:19,Chennai,ECR,Southbound,1,50.8,Low
2024-01-04 16:52,Mumbai,Western Express Hwy,Southbound,2,27.1,Moderate
2024-01-12 13:05,Bangalore,100 Feet Rd,Westbound,4,21.8,High
2024-01-26 20:18,Chennai,OMR,Southbound,3,20.8,High
2024-01-28 18:55,Hyderabad,Hitech City Rd,Northbound,2,33.6,Moderate
2024-01-11 12:29,Hyderabad,Hitech City Rd,Eastbound,1,11.3,High
2024-01-20 18:43,Delhi,NH48,Southbound,2,21.2,High
2024-01-09 03:21,Chennai,Mount Rd,Northbound,4,52.0,Low
2024-01-12 14:11,Chennai,OMR,Eastbound,2,11.8,High
2024-01-07 06:28,Bangalore,Bellary Rd,Northbound,4,46.1,Low
2024-01-09 01:18,Chennai,ECR,Northbound,4,56.3,Low
2024-01-18 23:38,Hyderabad,Necklace Rd,Eastbound,4,54.6,Low
2024-01-25 09:45,Delhi,Ring Road,Northbound,1,28.5,Moderate
2024-01-16 03:05,Chennai,ECR,Northbound,1,51.9,Low
2024-01-16 22:59,Hyderabad,NH65,Southbound,3,51.4,Low
2024-01-23 17:30,Bangalore,Bellary Rd,Westbound,2,16.6,High
2024-01-13 21:10,Mumbai,Western Express Hwy,Westbound,2,11.7,High
2024-01-29 20:10,Hyderabad,NH65,Westbound,1,10.3,High
2024-01-16 20:20,Bangalore,Outer Ring Rd,Southbound,1,23.5,High
2024-01-01 12:59,Mumbai,Linking Rd,Eastbound,2,49.1,Low
2024-01-08 03:42,Mumbai,Eastern Freeway,Northbound,4,44.4,Low
2024-01-14 02:51,Chennai,ECR,Westbound,1,46.7,Low
2024-01-13 16:59,Mumbai,Western Express Hwy,Southbound,4,48.6,Low
2024-01-16 08:28,Chennai,ECR,Westbound,4,57.1,Low
2024-01-16 19:28,Bangalore,100 Feet Rd,Westbound,2,24.5,High
2024-01-25 06:37,Mumbai,Eastern Freeway,Northbound,4,58.3,Low
2024-01-02 11:13,Mumbai,Western Express Hwy,Southbound,4,58.1,Low
2024-01-18 11:03,Bangalore,100 Feet Rd,Eastbound,4,51.6,Low
2024-01-19 22:22,Delhi,Ring Road,Southbound,3,57.8,Low
2024-01-06 04:43,Bangalore,100 Feet Rd,Westbound,4,26.4,Moderate
2024-01-04 01:18,Chennai,ECR,Westbound,1,48.2,Low
2024-01-30 00:26,Hyderabad,Hitech City Rd,Eastbound,1,58.0,Low
2024-01-01 22:27,Bangalore,Outer Ring Rd,Eastbound,3,12.2,High
2024-01-03 11:28,Delhi,NH48,Southbound,2,10.5,High
2024-01-17 00:38,Delhi,NH48,Southbound,2,14.7,High
2024-01-17 23:04,Mumbai,Eastern Freeway,Eastbound,1,22.3,High
2024-01-09 03:07,Bangalore,Outer Ring Rd,Eastbound,1,27.1,Moderate
2024-01-08 15:57,Hyderabad,Necklace Rd,Eastbound,2,53.9,Low
2024-01-01 14:26,Chennai,ECR,Westbound,4,23.7,High
2024-01-20 06:21,Chennai,OMR,Northbound,1,28.3,Moderate
2024-01-27 04:29,Chennai,Mount Rd,Westbound,4,55.0,Low
2024-01-26 10:05,Delhi,Ring Road,Southbound,3,12.1,High
2024-01-03 20:10,Bangalore,Outer Ring Rd,Westbound,1,15.5,High
2024-01-08 06:41,Bangalore,Outer Ring Rd,Westbound,4,20.7,High
2024-01-10 20:54,Hyderabad,Necklace Rd,Eastbound,4,14.7,High
2024-01-07 17:33,Mumbai,Eastern Freeway,Northbound,4,13.5,High
2024-01-26 10:47,Bangalore,100 Feet Rd,Northbound,1,31.7,Moderate
2024-01-03 19:41,Hyderabad,Hitech City Rd,Westbound,1,19.6,High
2024-01-02 06:14,Chennai,ECR,Southbound,1,11.8,High
2024-01-20 08:31,Delhi,NH48,Eastbound,1,13.4,High
2024-01-01 12:18,Mumbai,Eastern Freeway,Westbound,1,44.1,Low
2024-01-01 21:45,Chennai,Mount Rd,Eastbound,3,20.9,High
2024-01-30 17:25,Chennai,OMR,Eastbound,1,36.8,Moderate
2024-01-05 23:07,Mumbai,Eastern Freeway,Westbound,4,38.5,Moderate
2024-01-18 04:39,Hyderabad,Necklace Rd,Northbound,3,17.8,High
2024-01-18 01:36,Hyderabad,NH65,Northbound,4,45.4,Low
2024-01-14 19:07,Mumbai,Linking Rd,Southbound,2,38.7,Moderate
2024-01-09 09:13,Hyderabad,Hitech City Rd,Eastbound,3,10.2,High
2024-01-29 01:58,Delhi,NH48,Southbound,4,10.3,High
2024-01-26 04:13,Delhi,NH48,Southbound,2,44.6,Low
2024-01-13 17:24,Chennai,Mount Rd,Eastbound,1,37.7,Moderate
2024-01-10 19:00,Delhi,Ring Road,Northbound,2,16.6,High
2024-01-16 17:37,Bangalore,Outer Ring Rd,Westbound,4,43.8,Low
2024-01-02 23:53,Delhi,NH48,Southbound,1,26.8,Moderate
2024-01-14 09:14,Mumbai,Linking Rd,Southbound,2,57.7,Low
2024-01-21 09:53,Chennai,Mount Rd,Southbound,4,12.0,High
2024-01-16 05:15,Bangalore,Outer Ring Rd,Eastbound,4,32.1,Moderate
2024-01-22 00:04,Mumbai,Linking Rd,Eastbound,4,49.7,Low
2024-01-06 06:54,Bangalore,100 Feet Rd,Westbound,2,40.3,Low
2024-01-12 14:43,Chennai,ECR,Northbound,2,20.5,High
2024-01-11 04:17,Mumbai,Eastern Freeway,Westbound,3,51.9,Low
2024-01-04 23:24,Bangalore,Outer Ring Rd,Westbound,4,51.9,Low
2024-01-20 04:36,Hyderabad,NH65,Northbound,2,48.8,Low
2024-01-03 01:19,Bangalore,Outer Ring Rd,Southbound,1,47.0,Low
2024-01-05 21:24,Delhi,Outer Ring Road,Eastbound,2,33.9,Moderate
2024-01-08 08:50,Hyderabad,Hitech City Rd,Eastbound,4,16.1,High
2024-01-29 08:17,Mumbai,Western Express Hwy,Eastbound,1,13.2,High
2024-01-17 01:01,Bangalore,100 Feet Rd,Westbound,4,38.0,Moderate
2024-01-22 13:23,Bangalore,Bellary Rd,Westbound,3,16.7,High
2024-01-17 17:32,Chennai,ECR,Southbound,2,26.8,Moderate
2024-01-27 16:52,Chennai,Mount Rd,Northbound,3,22.7,High
2024-01-19 03:41,Bangalore,Bellary Rd,Southbound,3,42.3,Low
2024-01-04 04:23,Hyderabad,Necklace Rd,Eastbound,4,37.8,Moderate
2024-01-05 11:14,Mumbai,Western Express Hwy,Northbound,1,54.3,Low
2024-01-03 13:49,Delhi,Outer Ring Road,Westbound,1,58.7,Low
2024-01-24 04:42,Delhi,NH48,Eastbound,2,41.9,Low
2024-01-28 03:28,Chennai,Mount Rd,Westbound,2,55.8,Low
2024-01-11 17:47,Mumbai,Eastern Freeway,Westbound,1,11.6,High
2024-01-08 23:59,Bangalore,Outer Ring Rd,Westbound,4,45.4,Low
2024-01-03 12:23,Chennai,ECR,Eastbound,2,57.0,Low
2024-01-30 09:44,Bangalore,100 Feet Rd,Northbound,1,22.6,High
2024-01-03 07:35,Mumbai,Linking Rd,Westbound,4,56.9,Low
2024-01-30 14:58,Bangalore,100 Feet Rd,Southbound,1,35.5,Moderate
2024-01-08 14:55,Hyderabad,NH65,Westbound,3,36.5,Moderate
2024-01-20 02:58,Bangalore,Bellary Rd,Eastbound,4,33.6,Moderate
2024-01-26 14:24,Mumbai,Western Express Hwy,Eastbound,4,16.5,High
2024-01-21 03:06,Mumbai,Linking Rd,Eastbound,1,16.8,High
2024-01-28 19:07,Delhi,Outer Ring Road,Southbound,1,14.4,High
2024-01-09 22:15,Bangalore,100 Feet Rd,Eastbound,2,49.5,Low
2024-01-24 02:51,Hyderabad,Necklace Rd,Westbound,4,52.8,Low
2024-01-26 00:56,Delhi,NH48,Eastbound,2,10.4,High
2024-01-03 18:05,Chennai,OMR,Eastbound,4,21.4,High
2024-01-18 00:15,Delhi,Outer Ring Road,Northbound,4,25.1,Moderate
2024-01-04 18:45,Bangalore,Outer Ring Rd,Northbound,1,14.7,High
2024-01-17 05:43,Mumbai,Linking Rd,Eastbound,3,13.6,High
2024-01-04 08:43,Mumbai,Eastern Freeway,Southbound,3,45.1,Low
2024-01-06 22:22,Mumbai,Western Express Hwy,Southbound,4,53.8,Low
2024-01-09 11:19,Hyderabad,Hitech City Rd,Southbound,4,29.9,Moderate
2024-01-21 14:04,Mumbai,Eastern Freeway,Eastbound,4,55.4,Low
2024-01-30 19:47,Chennai,Mount Rd,Westbound,2,33.2,Moderate
2024-01-04 05:43,Chennai,Mount Rd,Eastbound,3,45.2,Low
2024-01-10 20:36,Delhi,NH48,Eastbound,3,33.4,Moderate
2024-01-10 20:41,Chennai,OMR,Eastbound,3,59.5,Low
2024-01-10 09:22,Chennai,OMR,Eastbound,3,27.1,Moderate
2024-01-09 01:00,Delhi,NH48,Northbound,3,28.5,Moderate
2024-01-21 11:00,Mumbai,Linking Rd,Westbound,4,39.5,Moderate
2024-01-25 14:05,Chennai,ECR,Eastbound,3,11.2,High
2024-01-12 03:00,Mumbai,Eastern Freeway,Southbound,4,41.2,Low
2024-01-29 20:02,Mumbai,Linking Rd,Eastbound,2,21.4,High
2024-01-08 12:54,Mumbai,Western Express Hwy,Northbound,4,32.8,Moderate
2024-01-08 20:24,Delhi,Ring Road,Northbound,3,26.3,Moderate
2024-01-29 10:03,Mumbai,Eastern Freeway,Northbound,3,30.4,Moderate
2024-01-25 00:37,Delhi,NH48,Westbound,4,42.9,Low
2024-01-29 22:16,Chennai,ECR,Southbound,1,32.6,Moderate
2024-01-20 15:49,Chennai,OMR,Southbound,3,46.8,Low
2024-01-28 08:34,Chennai,Mount Rd,Northbound,1,30.2,Moderate
2024-01-26 05:28,Chennai,OMR,Eastbound,3,13.4,High
2024-01-22 14:29,Mumbai,Eastern Freeway,Northbound,3,52.3,Low
2024-01-18 02:12,Delhi,Outer Ring Road,Westbound,3,15.8,High
2024-01-15 21:52,Mumbai,Eastern Freeway,Northbound,3,33.4,Moderate
2024-01-03 06:45,Chennai,OMR,Eastbound,2,46.9,Low
2024-01-28 19:10,Hyderabad,Necklace Rd,Northbound,3,38.8,Moderate
2024-01-10 16:20,Mumbai,Western Express Hwy,Northbound,2,39.4,Moderate
2024-01-20 13:37,Delhi,Ring Road,Northbound,2,52.8,Low
2024-01-27 21:50,Mumbai,Linking Rd,Northbound,2,51.8,Low
2024-01-19 20:20,Bangalore,100 Feet Rd,Westbound,1,40.8,Low
2024-01-29 18:44,Delhi,NH48,Eastbound,3,33.5,Moderate
2024-01-23 03:20,Chennai,OMR,Southbound,2,42.2,Low
2024-01-09 02:35,Chennai,OMR,Southbound,4,32.7,Moderate
2024-01-05 00:27,Delhi,Ring Road,Northbound,3,34.0,Moderate
2024-01-28 00:04,Hyderabad,Necklace Rd,Westbound,4,42.8,Low
2024-01-07 02:52,Hyderabad,Hitech City Rd,Westbound,2,14.1,High
2024-01-14 20:55,Mumbai,Linking Rd,Southbound,1,12.3,High
2024-01-02 19:12,Delhi,NH48,Northbound,4,49.2,Low
2024-01-14 11:25,Hyderabad,Hitech City Rd,Eastbound,2,55.5,Low
2024-01-14 13:09,Chennai,ECR,Northbound,2,49.4,Low
2024-01-14 07:13,Chennai,OMR,Southbound,2,12.2,High
2024-01-06 04:13,Bangalore,Outer Ring Rd,Southbound,2,31.4,Moderate
2024-01-13 19:55,Chennai,ECR,Northbound,3,17.2,High
2024-01-13 00:12,Chennai,ECR,Southbound,4,48.0,Low
2024-01-04 05:31,Hyderabad,NH65,Eastbound,3,57.9,Low
2024-01-04 07:37,Chennai,Mount Rd,Northbound,4,10.7,High
2024-01-26 21:13,Delhi,NH48,Southbound,1,13.8,High
2024-01-25 17:01,Bangalore,Outer Ring Rd,Northbound,4,13.9,High
2024-01-07 07:39,Bangalore,Bellary Rd,Southbound,1,51.1,Low
2024-01-10 13:52,Hyderabad,Necklace Rd,Southbound,2,37.1,Moderate
2024-01-21 19:45,Delhi,Ring Road,Westbound,3,19.0,High
2024-01-09 05:31,Mumbai,Linking Rd,Eastbound,2,25.8,Moderate
2024-01-17 10:29,Mumbai,Eastern Freeway,Eastbound,3,22.4,High
2024-01-08 18:39,Hyderabad,Hitech City Rd,Westbound,3,34.0,Moderate
2024-01-11 07:45,Hyderabad,Hitech City Rd,Southbound,2,51.3,Low
2024-01-22 15:33,Delhi,Outer Ring Road,Eastbound,1,44.7,Low
2024-01-06 15:05,Chennai,Mount Rd,Westbound,4,43.0,Low
2024-01-20 05:43,Mumbai,Western Express Hwy,Southbound,1,29.9,Moderate
2024-01-04 21:52,Bangalore,100 Feet Rd,Northbound,4,58.8,Low
2024-01-30 16:32,Hyderabad,Necklace Rd,Northbound,1,59.0,Low
2024-01-26 18:47,Chennai,OMR,Westbound,3,21.3,High
2024-01-22 04:58,Mumbai,Western Express Hwy,Southbound,3,31.3,Moderate
